node_id	layer_id	op_id	name	op_type	inputs	outputs
N094	L094	maxpool_000	/model.9/m/MaxPool	MaxPool	/model.9/cv1/act/Mul_output_0:FLOAT:[1, 128, 20, 20]	/model.9/m/MaxPool_output_0:FLOAT:[1, 128, 20, 20]
N095	L095	maxpool_001	/model.9/m_1/MaxPool	MaxPool	/model.9/m/MaxPool_output_0:FLOAT:[1, 128, 20, 20]	/model.9/m_1/MaxPool_output_0:FLOAT:[1, 128, 20, 20]
N096	L096	maxpool_002	/model.9/m_2/MaxPool	MaxPool	/model.9/m_1/MaxPool_output_0:FLOAT:[1, 128, 20, 20]	/model.9/m_2/MaxPool_output_0:FLOAT:[1, 128, 20, 20]
N097	L097	concat_004	/model.9/Concat	Concat	/model.9/cv1/act/Mul_output_0:FLOAT:[1, 128, 20, 20] | /model.9/m/MaxPool_output_0:FLOAT:[1, 128, 20, 20] | /model.9/m_1/MaxPool_output_0:FLOAT:[1, 128, 20, 20] | /model.9/m_2/MaxPool_output_0:FLOAT:[1, 128, 20, 20]	/model.9/Concat_output_0:FLOAT:[1, 512, 20, 20]
N098	L098	conv_028	/model.9/cv2/conv/Conv	Conv	/model.9/Concat_output_0:FLOAT:[1, 512, 20, 20] | model.9.cv2.conv.weight:FLOAT:[256, 512, 1, 1] | model.9.cv2.conv.bias:FLOAT:[256]	/model.9/cv2/conv/Conv_output_0:FLOAT:[1, 256, 20, 20]
N099	L099	sigmoid_026	/model.9/cv2/act/Sigmoid	Sigmoid	/model.9/cv2/conv/Conv_output_0:FLOAT:[1, 256, 20, 20]	/model.9/cv2/act/Sigmoid_output_0:FLOAT:[1, 256, 20, 20]
N100	L100	mul_026	/model.9/cv2/act/Mul	Mul	/model.9/cv2/conv/Conv_output_0:FLOAT:[1, 256, 20, 20] | /model.9/cv2/act/Sigmoid_output_0:FLOAT:[1, 256, 20, 20]	/model.9/cv2/act/Mul_output_0:FLOAT:[1, 256, 20, 20]
N101	L101	conv_029	/model.10/cv1/conv/Conv	Conv	/model.9/cv2/act/Mul_output_0:FLOAT:[1, 256, 20, 20] | model.10.cv1.conv.weight:FLOAT:[256, 256, 1, 1] | model.10.cv1.conv.bias:FLOAT:[256]	/model.10/cv1/conv/Conv_output_0:FLOAT:[1, 256, 20, 20]
N102	L102	sigmoid_027	/model.10/cv1/act/Sigmoid	Sigmoid	/model.10/cv1/conv/Conv_output_0:FLOAT:[1, 256, 20, 20]	/model.10/cv1/act/Sigmoid_output_0:FLOAT:[1, 256, 20, 20]
N103	L103	mul_027	/model.10/cv1/act/Mul	Mul	/model.10/cv1/conv/Conv_output_0:FLOAT:[1, 256, 20, 20] | /model.10/cv1/act/Sigmoid_output_0:FLOAT:[1, 256, 20, 20]	/model.10/cv1/act/Mul_output_0:FLOAT:[1, 256, 20, 20]
N104	L104	split_004	/model.10/Split	Split	/model.10/cv1/act/Mul_output_0:FLOAT:[1, 256, 20, 20] | onnx::Split_301:INT64:[2]	/model.10/Split_output_0:FLOAT:[1, 128, 20, 20] | /model.10/Split_output_1:FLOAT:[1, 128, 20, 20]
N105	L105	conv_030	/model.10/attn/qkv/conv/Conv	Conv	/model.10/Split_output_1:FLOAT:[1, 128, 20, 20] | model.10.attn.qkv.conv.weight:FLOAT:[256, 128, 1, 1] | model.10.attn.qkv.conv.bias:FLOAT:[256]	/model.10/attn/qkv/conv/Conv_output_0:FLOAT:[1, 256, 20, 20]
N106	L106	reshape_000	/model.10/attn/Reshape	Reshape	/model.10/attn/qkv/conv/Conv_output_0:FLOAT:[1, 256, 20, 20] | /model.10/attn/Constant_output_0:INT64:[4]	/model.10/attn/Reshape_output_0:FLOAT:[1, 2, 128, 400]
N107	L107	split_005	/model.10/attn/Split	Split	/model.10/attn/Reshape_output_0:FLOAT:[1, 2, 128, 400] | onnx::Split_347:INT64:[3]	/model.10/attn/Split_output_0:FLOAT:[1, 2, 32, 400] | /model.10/attn/Split_output_1:FLOAT:[1, 2, 32, 400] | /model.10/attn/Split_output_2:FLOAT:[1, 2, 64, 400]
N108	L108	transpose_000	/model.10/attn/Transpose	Transpose	/model.10/attn/Split_output_0:FLOAT:[1, 2, 32, 400]	/model.10/attn/Transpose_output_0:FLOAT:[1, 2, 400, 32]
N109	L109	matmul_000	/model.10/attn/MatMul	MatMul	/model.10/attn/Transpose_output_0:FLOAT:[1, 2, 400, 32] | /model.10/attn/Split_output_1:FLOAT:[1, 2, 32, 400]	/model.10/attn/MatMul_output_0:FLOAT:[1, 2, 400, 400]
N110	L110	mul_028	/model.10/attn/Mul	Mul	/model.10/attn/MatMul_output_0:FLOAT:[1, 2, 400, 400] | /model.10/attn/Constant_1_output_0:FLOAT:[]	/model.10/attn/Mul_output_0:FLOAT:[1, 2, 400, 400]
N111	L111	softmax_000	/model.10/attn/Softmax	Softmax	/model.10/attn/Mul_output_0:FLOAT:[1, 2, 400, 400]	/model.10/attn/Softmax_output_0:FLOAT:[1, 2, 400, 400]
N112	L112	transpose_001	/model.10/attn/Transpose_1	Transpose	/model.10/attn/Softmax_output_0:FLOAT:[1, 2, 400, 400]	/model.10/attn/Transpose_1_output_0:FLOAT:[1, 2, 400, 400]
N113	L113	matmul_001	/model.10/attn/MatMul_1	MatMul	/model.10/attn/Split_output_2:FLOAT:[1, 2, 64, 400] | /model.10/attn/Transpose_1_output_0:FLOAT:[1, 2, 400, 400]	/model.10/attn/MatMul_1_output_0:FLOAT:[1, 2, 64, 400]
N114	L114	reshape_001	/model.10/attn/Reshape_1	Reshape	/model.10/attn/MatMul_1_output_0:FLOAT:[1, 2, 64, 400] | /model.10/attn/Constant_2_output_0:INT64:[4]	/model.10/attn/Reshape_1_output_0:FLOAT:[1, 128, 20, 20]
N115	L115	reshape_002	/model.10/attn/Reshape_2	Reshape	/model.10/attn/Split_output_2:FLOAT:[1, 2, 64, 400] | /model.10/attn/Constant_2_output_0:INT64:[4]	/model.10/attn/Reshape_2_output_0:FLOAT:[1, 128, 20, 20]
N116	L116	conv_031	/model.10/attn/pe/conv/Conv	Conv	/model.10/attn/Reshape_2_output_0:FLOAT:[1, 128, 20, 20] | model.10.attn.pe.conv.weight:FLOAT:[128, 1, 3, 3] | model.10.attn.pe.conv.bias:FLOAT:[128]	/model.10/attn/pe/conv/Conv_output_0:FLOAT:[1, 128, 20, 20]
N117	L117	add_006	/model.10/attn/Add	Add	/model.10/attn/Reshape_1_output_0:FLOAT:[1, 128, 20, 20] | /model.10/attn/pe/conv/Conv_output_0:FLOAT:[1, 128, 20, 20]	/model.10/attn/Add_output_0:FLOAT:[1, 128, 20, 20]
N118	L118	conv_032	/model.10/attn/proj/conv/Conv	Conv	/model.10/attn/Add_output_0:FLOAT:[1, 128, 20, 20] | model.10.attn.proj.conv.weight:FLOAT:[128, 128, 1, 1] | model.10.attn.proj.conv.bias:FLOAT:[128]	/model.10/attn/proj/conv/Conv_output_0:FLOAT:[1, 128, 20, 20]
N119	L119	add_007	/model.10/Add	Add	/model.10/Split_output_1:FLOAT:[1, 128, 20, 20] | /model.10/attn/proj/conv/Conv_output_0:FLOAT:[1, 128, 20, 20]	/model.10/Add_output_0:FLOAT:[1, 128, 20, 20]
N120	L120	conv_033	/model.10/ffn/ffn.0/conv/Conv	Conv	/model.10/Add_output_0:FLOAT:[1, 128, 20, 20] | model.10.ffn.0.conv.weight:FLOAT:[256, 128, 1, 1] | model.10.ffn.0.conv.bias:FLOAT:[256]	/model.10/ffn/ffn.0/conv/Conv_output_0:FLOAT:[1, 256, 20, 20]
N121	L121	sigmoid_028	/model.10/ffn/ffn.0/act/Sigmoid	Sigmoid	/model.10/ffn/ffn.0/conv/Conv_output_0:FLOAT:[1, 256, 20, 20]	/model.10/ffn/ffn.0/act/Sigmoid_output_0:FLOAT:[1, 256, 20, 20]
N122	L122	mul_029	/model.10/ffn/ffn.0/act/Mul	Mul	/model.10/ffn/ffn.0/conv/Conv_output_0:FLOAT:[1, 256, 20, 20] | /model.10/ffn/ffn.0/act/Sigmoid_output_0:FLOAT:[1, 256, 20, 20]	/model.10/ffn/ffn.0/act/Mul_output_0:FLOAT:[1, 256, 20, 20]
N123	L123	conv_034	/model.10/ffn/ffn.1/conv/Conv	Conv	/model.10/ffn/ffn.0/act/Mul_output_0:FLOAT:[1, 256, 20, 20] | model.10.ffn.1.conv.weight:FLOAT:[128, 256, 1, 1] | model.10.ffn.1.conv.bias:FLOAT:[128]	/model.10/ffn/ffn.1/conv/Conv_output_0:FLOAT:[1, 128, 20, 20]
N124	L124	add_008	/model.10/Add_1	Add	/model.10/Add_output_0:FLOAT:[1, 128, 20, 20] | /model.10/ffn/ffn.1/conv/Conv_output_0:FLOAT:[1, 128, 20, 20]	/model.10/Add_1_output_0:FLOAT:[1, 128, 20, 20]
N125	L125	concat_005	/model.10/Concat	Concat	/model.10/Split_output_0:FLOAT:[1, 128, 20, 20] | /model.10/Add_1_output_0:FLOAT:[1, 128, 20, 20]	/model.10/Concat_output_0:FLOAT:[1, 256, 20, 20]
N126	L126	conv_035	/model.10/cv2/conv/Conv	Conv	/model.10/Concat_output_0:FLOAT:[1, 256, 20, 20] | model.10.cv2.conv.weight:FLOAT:[256, 256, 1, 1] | model.10.cv2.conv.bias:FLOAT:[256]	/model.10/cv2/conv/Conv_output_0:FLOAT:[1, 256, 20, 20]
N127	L127	sigmoid_029	/model.10/cv2/act/Sigmoid	Sigmoid	/model.10/cv2/conv/Conv_output_0:FLOAT:[1, 256, 20, 20]	/model.10/cv2/act/Sigmoid_output_0:FLOAT:[1, 256, 20, 20]
N128	L128	mul_030	/model.10/cv2/act/Mul	Mul	/model.10/cv2/conv/Conv_output_0:FLOAT:[1, 256, 20, 20] | /model.10/cv2/act/Sigmoid_output_0:FLOAT:[1, 256, 20, 20]	/model.10/cv2/act/Mul_output_0:FLOAT:[1, 256, 20, 20]
N129	L129	resize_000	/model.11/Resize	Resize	/model.10/cv2/act/Mul_output_0:FLOAT:[1, 256, 20, 20] | :None:None | /model.11/Constant_output_0:FLOAT:[4]	/model.11/Resize_output_0:FLOAT:[1, 256, 40, 40]
N130	L130	concat_006	/model.12/Concat	Concat	/model.11/Resize_output_0:FLOAT:[1, 256, 40, 40] | /model.6/cv2/act/Mul_output_0:FLOAT:[1, 128, 40, 40]	/model.12/Concat_output_0:FLOAT:[1, 384, 40, 40]
N131	L131	conv_036	/model.13/cv1/conv/Conv	Conv	/model.12/Concat_output_0:FLOAT:[1, 384, 40, 40] | model.13.cv1.conv.weight:FLOAT:[128, 384, 1, 1] | model.13.cv1.conv.bias:FLOAT:[128]	/model.13/cv1/conv/Conv_output_0:FLOAT:[1, 128, 40, 40]
N132	L132	sigmoid_030	/model.13/cv1/act/Sigmoid	Sigmoid	/model.13/cv1/conv/Conv_output_0:FLOAT:[1, 128, 40, 40]	/model.13/cv1/act/Sigmoid_output_0:FLOAT:[1, 128, 40, 40]
N133	L133	mul_031	/model.13/cv1/act/Mul	Mul	/model.13/cv1/conv/Conv_output_0:FLOAT:[1, 128, 40, 40] | /model.13/cv1/act/Sigmoid_output_0:FLOAT:[1, 128, 40, 40]	/model.13/cv1/act/Mul_output_0:FLOAT:[1, 128, 40, 40]
N134	L134	split_006	/model.13/Split	Split	/model.13/cv1/act/Mul_output_0:FLOAT:[1, 128, 40, 40] | onnx::Split_273:INT64:[2]	/model.13/Split_output_0:FLOAT:[1, 64, 40, 40] | /model.13/Split_output_1:FLOAT:[1, 64, 40, 40]
N135	L135	conv_037	/model.13/m.0/cv1/conv/Conv	Conv	/model.13/Split_output_1:FLOAT:[1, 64, 40, 40] | model.13.m.0.cv1.conv.weight:FLOAT:[64, 64, 3, 3] | model.13.m.0.cv1.conv.bias:FLOAT:[64]	/model.13/m.0/cv1/conv/Conv_output_0:FLOAT:[1, 64, 40, 40]
N136	L136	sigmoid_031	/model.13/m.0/cv1/act/Sigmoid	Sigmoid	/model.13/m.0/cv1/conv/Conv_output_0:FLOAT:[1, 64, 40, 40]	/model.13/m.0/cv1/act/Sigmoid_output_0:FLOAT:[1, 64, 40, 40]
N137	L137	mul_032	/model.13/m.0/cv1/act/Mul	Mul	/model.13/m.0/cv1/conv/Conv_output_0:FLOAT:[1, 64, 40, 40] | /model.13/m.0/cv1/act/Sigmoid_output_0:FLOAT:[1, 64, 40, 40]	/model.13/m.0/cv1/act/Mul_output_0:FLOAT:[1, 64, 40, 40]
N138	L138	conv_038	/model.13/m.0/cv2/conv/Conv	Conv	/model.13/m.0/cv1/act/Mul_output_0:FLOAT:[1, 64, 40, 40] | model.13.m.0.cv2.conv.weight:FLOAT:[64, 64, 3, 3] | model.13.m.0.cv2.conv.bias:FLOAT:[64]	/model.13/m.0/cv2/conv/Conv_output_0:FLOAT:[1, 64, 40, 40]
N139	L139	sigmoid_032	/model.13/m.0/cv2/act/Sigmoid	Sigmoid	/model.13/m.0/cv2/conv/Conv_output_0:FLOAT:[1, 64, 40, 40]	/model.13/m.0/cv2/act/Sigmoid_output_0:FLOAT:[1, 64, 40, 40]
N140	L140	mul_033	/model.13/m.0/cv2/act/Mul	Mul	/model.13/m.0/cv2/conv/Conv_output_0:FLOAT:[1, 64, 40, 40] | /model.13/m.0/cv2/act/Sigmoid_output_0:FLOAT:[1, 64, 40, 40]	/model.13/m.0/cv2/act/Mul_output_0:FLOAT:[1, 64, 40, 40]
N141	L141	concat_007	/model.13/Concat	Concat	/model.13/Split_output_0:FLOAT:[1, 64, 40, 40] | /model.13/Split_output_1:FLOAT:[1, 64, 40, 40] | /model.13/m.0/cv2/act/Mul_output_0:FLOAT:[1, 64, 40, 40]	/model.13/Concat_output_0:FLOAT:[1, 192, 40, 40]
N142	L142	conv_039	/model.13/cv2/conv/Conv	Conv	/model.13/Concat_output_0:FLOAT:[1, 192, 40, 40] | model.13.cv2.conv.weight:FLOAT:[128, 192, 1, 1] | model.13.cv2.conv.bias:FLOAT:[128]	/model.13/cv2/conv/Conv_output_0:FLOAT:[1, 128, 40, 40]
N143	L143	sigmoid_033	/model.13/cv2/act/Sigmoid	Sigmoid	/model.13/cv2/conv/Conv_output_0:FLOAT:[1, 128, 40, 40]	/model.13/cv2/act/Sigmoid_output_0:FLOAT:[1, 128, 40, 40]
N144	L144	mul_034	/model.13/cv2/act/Mul	Mul	/model.13/cv2/conv/Conv_output_0:FLOAT:[1, 128, 40, 40] | /model.13/cv2/act/Sigmoid_output_0:FLOAT:[1, 128, 40, 40]	/model.13/cv2/act/Mul_output_0:FLOAT:[1, 128, 40, 40]
N145	L145	resize_001	/model.14/Resize	Resize	/model.13/cv2/act/Mul_output_0:FLOAT:[1, 128, 40, 40] | :None:None | /model.11/Constant_output_0:FLOAT:[4]	/model.14/Resize_output_0:FLOAT:[1, 128, 80, 80]
N146	L146	concat_008	/model.15/Concat	Concat	/model.14/Resize_output_0:FLOAT:[1, 128, 80, 80] | /model.4/cv2/act/Mul_output_0:FLOAT:[1, 64, 80, 80]	/model.15/Concat_output_0:FLOAT:[1, 192, 80, 80]
N147	L147	conv_040	/model.16/cv1/conv/Conv	Conv	/model.15/Concat_output_0:FLOAT:[1, 192, 80, 80] | model.16.cv1.conv.weight:FLOAT:[64, 192, 1, 1] | model.16.cv1.conv.bias:FLOAT:[64]	/model.16/cv1/conv/Conv_output_0:FLOAT:[1, 64, 80, 80]
N148	L148	sigmoid_034	/model.16/cv1/act/Sigmoid	Sigmoid	/model.16/cv1/conv/Conv_output_0:FLOAT:[1, 64, 80, 80]	/model.16/cv1/act/Sigmoid_output_0:FLOAT:[1, 64, 80, 80]
N149	L149	mul_035	/model.16/cv1/act/Mul	Mul	/model.16/cv1/conv/Conv_output_0:FLOAT:[1, 64, 80, 80] | /model.16/cv1/act/Sigmoid_output_0:FLOAT:[1, 64, 80, 80]	/model.16/cv1/act/Mul_output_0:FLOAT:[1, 64, 80, 80]
N150	L150	split_007	/model.16/Split	Split	/model.16/cv1/act/Mul_output_0:FLOAT:[1, 64, 80, 80] | onnx::Split_245:INT64:[2]	/model.16/Split_output_0:FLOAT:[1, 32, 80, 80] | /model.16/Split_output_1:FLOAT:[1, 32, 80, 80]
N151	L151	conv_041	/model.16/m.0/cv1/conv/Conv	Conv	/model.16/Split_output_1:FLOAT:[1, 32, 80, 80] | model.16.m.0.cv1.conv.weight:FLOAT:[32, 32, 3, 3] | model.16.m.0.cv1.conv.bias:FLOAT:[32]	/model.16/m.0/cv1/conv/Conv_output_0:FLOAT:[1, 32, 80, 80]
N152	L152	sigmoid_035	/model.16/m.0/cv1/act/Sigmoid	Sigmoid	/model.16/m.0/cv1/conv/Conv_output_0:FLOAT:[1, 32, 80, 80]	/model.16/m.0/cv1/act/Sigmoid_output_0:FLOAT:[1, 32, 80, 80]
N153	L153	mul_036	/model.16/m.0/cv1/act/Mul	Mul	/model.16/m.0/cv1/conv/Conv_output_0:FLOAT:[1, 32, 80, 80] | /model.16/m.0/cv1/act/Sigmoid_output_0:FLOAT:[1, 32, 80, 80]	/model.16/m.0/cv1/act/Mul_output_0:FLOAT:[1, 32, 80, 80]
N154	L154	conv_042	/model.16/m.0/cv2/conv/Conv	Conv	/model.16/m.0/cv1/act/Mul_output_0:FLOAT:[1, 32, 80, 80] | model.16.m.0.cv2.conv.weight:FLOAT:[32, 32, 3, 3] | model.16.m.0.cv2.conv.bias:FLOAT:[32]	/model.16/m.0/cv2/conv/Conv_output_0:FLOAT:[1, 32, 80, 80]
N155	L155	sigmoid_036	/model.16/m.0/cv2/act/Sigmoid	Sigmoid	/model.16/m.0/cv2/conv/Conv_output_0:FLOAT:[1, 32, 80, 80]	/model.16/m.0/cv2/act/Sigmoid_output_0:FLOAT:[1, 32, 80, 80]
N156	L156	mul_037	/model.16/m.0/cv2/act/Mul	Mul	/model.16/m.0/cv2/conv/Conv_output_0:FLOAT:[1, 32, 80, 80] | /model.16/m.0/cv2/act/Sigmoid_output_0:FLOAT:[1, 32, 80, 80]	/model.16/m.0/cv2/act/Mul_output_0:FLOAT:[1, 32, 80, 80]
N157	L157	concat_009	/model.16/Concat	Concat	/model.16/Split_output_0:FLOAT:[1, 32, 80, 80] | /model.16/Split_output_1:FLOAT:[1, 32, 80, 80] | /model.16/m.0/cv2/act/Mul_output_0:FLOAT:[1, 32, 80, 80]	/model.16/Concat_output_0:FLOAT:[1, 96, 80, 80]
N158	L158	conv_043	/model.16/cv2/conv/Conv	Conv	/model.16/Concat_output_0:FLOAT:[1, 96, 80, 80] | model.16.cv2.conv.weight:FLOAT:[64, 96, 1, 1] | model.16.cv2.conv.bias:FLOAT:[64]	/model.16/cv2/conv/Conv_output_0:FLOAT:[1, 64, 80, 80]
N159	L159	sigmoid_037	/model.16/cv2/act/Sigmoid	Sigmoid	/model.16/cv2/conv/Conv_output_0:FLOAT:[1, 64, 80, 80]	/model.16/cv2/act/Sigmoid_output_0:FLOAT:[1, 64, 80, 80]
N160	L160	mul_038	/model.16/cv2/act/Mul	Mul	/model.16/cv2/conv/Conv_output_0:FLOAT:[1, 64, 80, 80] | /model.16/cv2/act/Sigmoid_output_0:FLOAT:[1, 64, 80, 80]	/model.16/cv2/act/Mul_output_0:FLOAT:[1, 64, 80, 80]
N161	L161	conv_044	/model.17/conv/Conv	Conv	/model.16/cv2/act/Mul_output_0:FLOAT:[1, 64, 80, 80] | model.17.conv.weight:FLOAT:[64, 64, 3, 3] | model.17.conv.bias:FLOAT:[64]	/model.17/conv/Conv_output_0:FLOAT:[1, 64, 40, 40]
N162	L162	sigmoid_038	/model.17/act/Sigmoid	Sigmoid	/model.17/conv/Conv_output_0:FLOAT:[1, 64, 40, 40]	/model.17/act/Sigmoid_output_0:FLOAT:[1, 64, 40, 40]
N163	L163	mul_039	/model.17/act/Mul	Mul	/model.17/conv/Conv_output_0:FLOAT:[1, 64, 40, 40] | /model.17/act/Sigmoid_output_0:FLOAT:[1, 64, 40, 40]	/model.17/act/Mul_output_0:FLOAT:[1, 64, 40, 40]
N164	L164	concat_010	/model.18/Concat	Concat	/model.17/act/Mul_output_0:FLOAT:[1, 64, 40, 40] | /model.13/cv2/act/Mul_output_0:FLOAT:[1, 128, 40, 40]	/model.18/Concat_output_0:FLOAT:[1, 192, 40, 40]
N165	L165	conv_045	/model.19/cv1/conv/Conv	Conv	/model.18/Concat_output_0:FLOAT:[1, 192, 40, 40] | model.19.cv1.conv.weight:FLOAT:[128, 192, 1, 1] | model.19.cv1.conv.bias:FLOAT:[128]	/model.19/cv1/conv/Conv_output_0:FLOAT:[1, 128, 40, 40]
N166	L166	sigmoid_039	/model.19/cv1/act/Sigmoid	Sigmoid	/model.19/cv1/conv/Conv_output_0:FLOAT:[1, 128, 40, 40]	/model.19/cv1/act/Sigmoid_output_0:FLOAT:[1, 128, 40, 40]
